"","Release_number","interview_id","State","Family_comp_change","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","family_identifier","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu","hd_adj_income"
"7526",6,1211,2,0,2001,59,2,0,0,0,1926,4,1,212,838,0,5,3,0,0,0,0,3,78000,0,2,160,8,0,0,0,0,0,0,0,0,1,1,1,4,8,2,16,0,50103.245735086
"7527",6,2968,2,0,2001,45,1,39,3,4,1926,1,1,245,878,0,5,1,245,878,5,20,10,52000,41000,1,185,11,2,140,6,1,1,1,4,0,1,1,1,4,1,1,16,16,33402.1638233907
"7528",6,5257,2,0,2001,40,1,36,2,3,1926,1,1,245,77,40,5,1,944,787,5,15,3,38000,35000,4,270,11,2,170,10,1,1,1,2,0,1,1,5,0,0,1,12,14,24409.273563247
"7529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7530",6,3758,10,0,2001,37,1,35,2,4,1928,1,1,305,47,0,5,1,326,717,5,10,1,130000,25000,2,205,2,3,120,3,4,1,1,4,0,1,2,1,4,0,1,11,16,83505.4095584766
"7531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7533",6,5364,36,0,2001,36,1,35,0,0,1928,1,1,245,339,0,5,1,245,679,5,4,4,0,72000,2,140,7,1,135,5,1,1,1,5,0,1,1,1,5,0,1,17,17,0
"7534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7537",6,4551,5,0,2001,57,1,55,0,0,1930,1,1,12,739,0,5,1,0,0,0,12,4,124000,0,1,165,9,2,170,7,1,1,5,0,1,1,1,1,4,1,1,16,12,79651.3137327008
"7538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7540",6,5434,5,0,2001,27,1,0,0,0,1930,2,3,0,0,0,0,2,0,0,0,0,7,39000,0,2,220,0,0,0,0,0,0,0,0,0,1,1,1,4,1,2,16,0,25051.622867543
"7541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7542",6,3485,12,0,2001,45,1,46,2,11,1930,1,1,271,709,0,5,1,375,607,5,20,7,42000,24000,1,170,9,1,180,8,1,1,5,0,1,1,1,1,5,1,1,17,12,26978.6707804309
"7543",6,3801,12,0,2001,48,1,50,0,0,1930,1,1,4,748,0,5,1,372,739,5,10,3,75000,55000,1,210,2,1,140,6,1,9,1,0,1,1,9,1,5,1,1,17,99,48176.1978221981
"7544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7545",6,3232,34,2,2001,74,1,0,1,4,1932,3,4,0,0,0,0,2,0,0,0,0,8,0,0,3,180,2,0,0,0,0,0,0,0,0,1,3,5,0,8,4,10,0,0
"7546",6,3714,34,1,2001,48,2,0,0,0,1932,4,1,441,178,0,5,3,0,0,0,0,14,26000,0,3,175,3,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0,16701.0819116953
"7547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7548",6,3346,34,0,2001,43,1,42,1,9,1932,1,1,245,838,0,5,1,381,247,5,5,8,56000,42000,1,185,9,1,132,5,1,1,5,0,1,1,3,5,0,1,1,11,12,35971.5610405746
"7549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7554",6,3114,39,0,2001,81,2,0,0,0,1933,3,6,0,0,0,0,3,0,0,0,0,21,0,0,3,120,3,0,0,0,0,0,0,0,0,1,1,5,0,1,2,12,0,0
"7555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7557",6,5425,21,0,2001,70,1,68,0,0,1935,1,4,0,0,0,0,1,0,0,0,8,4,0,0,3,175,7,4,999,3,1,3,5,0,1,1,1,5,0,1,1,12,10,0
"7558",6,6587,21,2,2001,40,1,0,0,0,1935,4,1,14,219,0,5,2,0,0,0,0,3,80000,0,3,165,6,0,0,0,0,0,0,0,0,1,1,5,0,1,3,12,0,51387.9443436779
"7559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7560",6,6611,21,0,2001,36,1,0,0,0,1935,2,1,14,219,50,5,2,0,0,0,0,5,70000,0,2,170,10,0,0,0,0,0,0,0,0,1,1,1,4,1,2,16,0,44964.4513007182
"7561",6,5873,30,0,2001,39,1,38,2,10,1935,1,1,23,917,0,5,1,394,857,5,14,6,9999999,9999999,1,180,9,1,135,3,1,1,5,0,1,1,1,1,5,99,1,17,12,6423492.40061044
"7562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7564",6,1942,30,0,2001,59,1,46,0,0,1936,1,1,85,838,0,5,1,83,838,5,8,4,80000,50000,2,201,9,1,150,9,1,1,1,1,0,1,1,5,0,1,1,12,13,51387.9443436779
"7565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7566",6,1131,21,0,2001,55,1,57,0,0,1936,1,4,0,0,0,0,1,364,77,5,8,16,0,25000,4,190,5,2,125,1,1,1,5,0,0,1,1,5,0,1,1,12,12,0
"7567",6,1238,21,0,2001,33,1,31,2,2,1936,1,1,695,219,0,5,1,0,0,0,10,2,45000,0,3,170,11,2,160,0,1,1,1,0,0,1,1,5,0,8,1,12,99,28905.7186933188
"7568",6,5567,4,1,2001,60,1,54,0,0,1939,1,4,705,417,0,5,1,372,717,5,30,3,60000,36000,3,200,9,3,150,7,1,1,1,1,1,1,1,1,2,1,1,14,13,38540.9582577585
"7569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7570",6,4764,4,0,2001,33,1,30,0,0,1939,1,1,153,128,40,5,1,90,877,5,10,6,20000,29000,4,170,6,2,125,3,1,1,1,5,8,1,1,1,0,1,1,12,17,12846.9860859195
"7571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7572",6,6768,4,5,2001,21,1,0,0,0,1939,2,1,522,69,0,5,2,0,0,0,0,2,24000,0,2,135,2,0,0,0,0,0,0,0,0,1,1,1,3,8,8,15,0,15416.3833031034
"7573",6,5604,4,1,2001,37,1,32,2,1,1939,1,1,4,398,0,1,1,0,0,0,10,1,70000,43000,3,170,8,2,120,3,1,9,9,0,99,7,1,1,4,99,1,16,99,44964.4513007182
"7574",6,6981,4,6,2001,25,1,23,0,0,1939,1,1,86,877,0,5,1,375,717,5,12,4,24000,9999999,2,175,2,2,135,7,1,9,1,5,8,1,9,1,5,8,8,17,17,15416.3833031034
"7575",6,1380,14,0,2001,78,1,56,0,0,1940,1,4,0,0,0,0,1,402,628,5,50,2,0,13000,2,175,9,2,160,4,1,1,5,0,0,1,2,5,0,8,1,8,12,0
"7576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7578",6,3759,4,0,2001,78,2,0,0,0,1945,3,3,0,0,0,0,3,0,0,0,0,15,4400,0,2,110,5,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0,2826.33693890229
"7579",6,3635,4,0,2001,47,1,54,0,0,1945,1,1,245,228,0,5,1,394,748,5,35,14,27600,28600,3,195,11,3,144,2,5,1,1,2,8,1,1,1,3,8,1,15,14,17728.8407985689
"7580",6,4648,4,0,2001,54,1,47,0,0,1945,1,1,213,937,0,5,1,0,0,0,12,4,36000,0,1,175,10,1,115,3,1,1,1,2,8,1,1,1,3,8,1,15,14,23124.5749546551
"7581",6,4806,4,0,2001,28,1,28,2,3,1945,1,1,964,937,0,5,1,85,677,5,7,2,39000,41000,2,210,0,2,200,4,1,1,1,4,8,1,1,1,2,0,1,14,16,25051.622867543
"7582",6,6492,4,1,2001,21,1,0,0,0,1945,2,1,750,69,0,5,2,0,0,0,0,3,15000,0,2,180,2,0,0,0,0,0,0,0,0,1,3,5,0,1,2,11,0,9635.23956443961
"7583",6,6767,4,0,2001,54,2,0,0,0,1945,4,1,270,718,0,1,3,0,0,0,0,3,0,0,3,135,8,0,0,0,0,0,0,0,0,1,1,1,2,0,2,14,0,0
"7584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7585",6,2495,31,0,2001,68,1,67,0,0,1947,1,1,245,527,0,5,1,174,858,5,15,5,9999999,9999999,2,215,3,2,130,8,1,1,1,5,2,1,1,1,4,2,1,16,17,6423492.40061044
"7586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7587",6,2016,20,0,2001,38,1,33,2,5,1947,1,1,10,888,0,5,1,0,0,0,15,7,85000,0,2,160,2,1,125,6,1,1,1,2,1,1,1,1,5,2,1,17,14,54599.6908651578
"7588",6,1714,31,0,2001,43,1,40,2,2,1947,1,1,202,717,0,5,1,144,857,5,15,3,110000,25000,3,200,1,2,130,8,1,1,1,5,2,1,1,1,4,2,1,16,17,70658.4234725572
"7589",6,5616,31,0,2001,77,1,71,0,0,1948,1,4,0,0,0,0,1,0,0,0,28,5,0,0,4,220,10,4,160,6,1,1,5,0,2,1,2,1,1,2,1,13,12,0
"7590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7591",6,6724,31,8,2001,49,1,49,1,15,1948,1,1,93,897,0,5,1,93,897,5,10,1,9999999,9999999,1,145,8,1,118,3,1,9,1,5,2,1,9,1,5,2,8,17,17,6423492.40061044
"7592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7596",6,3102,6,0,2001,54,1,61,0,0,1950,1,4,0,0,0,0,1,320,917,5,25,25,13000,15000,1,170,10,1,150,7,1,1,1,5,8,1,1,1,2,1,1,14,17,8350.54095584766
"7597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7600",6,1712,31,0,2001,62,1,60,0,0,1954,1,1,902,839,0,5,1,692,339,5,10,4,18000,21000,4,180,11,4,167,7,2,1,5,0,8,2,1,5,0,8,1,12,12,11562.2874773275
"7601",6,1711,31,0,2001,39,1,33,3,4,1954,1,3,0,0,0,0,1,212,839,5,5,0,33000,36000,2,130,4,2,200,2,2,1,5,0,8,2,1,5,0,8,1,12,12,21197.5270417671
"7602",6,1713,31,0,2001,35,1,33,2,7,1954,2,1,612,119,0,5,1,301,708,5,12,3,11000,21000,2,250,0,3,215,4,2,9,9,0,99,2,9,9,0,99,1,99,99,7065.84234725572
"7603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7609",6,3172,31,1,2001,71,1,62,0,0,1955,1,4,145,927,0,5,1,0,0,0,14,14,5000,0,2,235,9,2,160,5,1,1,5,0,1,1,1,1,5,1,1,17,12,3211.74652147987
"7610",6,1645,31,0,2001,39,1,41,1,7,1955,1,1,4,739,0,5,1,91,609,5,5,2,95000,10000,2,165,9,3,998,6,1,1,5,0,1,1,1,1,4,1,1,16,12,61023.1839081175
"7611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7614",6,2304,31,0,2001,35,1,36,0,0,1955,1,1,245,727,0,5,1,0,0,0,4,1,62000,38000,1,160,11,2,118,4,1,1,1,4,1,1,1,1,3,10,1,15,16,39825.6568663504
"7615",6,2730,31,1,2001,39,1,37,1,1,1955,1,1,705,669,0,5,1,0,0,0,10,998,9999998,21000,2,225,0,1,122,5,1,1,1,5,1,1,1,1,4,1,1,16,17,6423491.75826113
"7616",6,3827,29,0,2001,63,1,65,0,0,1956,1,4,190,897,0,5,1,262,628,5,8,0,9999999,2000,2,275,10,1,225,5,1,1,1,2,2,1,1,1,4,2,1,16,14,6423492.40061044
"7617",6,2319,4,0,2001,37,1,0,0,0,1956,2,1,183,739,0,5,2,0,0,0,0,3,35000,0,2,195,9,0,0,0,0,0,0,0,0,1,1,1,5,2,2,17,0,22482.2256503591
"7618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7619",6,4862,31,0,2001,33,1,28,0,0,1956,1,1,190,727,0,5,1,190,727,5,1,5,89000,42000,1,210,0,1,125,6,1,1,1,4,1,1,1,1,4,2,1,16,16,57169.0880823417
"7620",6,5346,29,0,2001,35,1,35,2,3,1956,1,1,31,849,0,5,1,0,0,0,5,1,80000,35000,3,170,1,4,200,5,1,1,1,5,2,1,1,1,5,2,1,17,17,51387.9443436779
"7621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7622",6,1108,34,0,2001,71,1,69,0,0,1959,1,4,110,858,0,5,1,282,587,5,35,30,3300,3800,2,170,11,2,135,3,1,1,1,5,8,1,1,1,5,8,1,17,17,2119.75270417671
"7623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7624",6,4533,32,0,2001,47,1,52,2,14,1959,1,1,216,718,0,5,1,0,0,0,84,7,90000,0,3,166,11,3,150,4,1,1,1,5,8,1,1,1,4,8,1,16,17,57811.4373866377
"7625",6,2344,12,0,2001,40,1,41,1,11,1959,1,1,4,739,0,5,1,185,877,5,10,3,97600,7762,2,150,0,2,130,8,1,1,1,5,8,1,1,1,3,8,1,15,17,62693.2920992871
"7626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7627",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7629",6,2411,16,0,2001,40,1,36,0,0,1959,1,1,153,917,0,5,1,245,628,5,6,4,47266,54482,1,180,0,2,150,10,1,9,1,4,8,1,9,1,5,8,1,17,16,30361.2822168535
"7630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7632",6,2769,19,0,2001,73,1,57,1,14,1960,1,4,184,338,0,5,1,142,857,5,14,4,36000,11107,1,145,9,1,135,5,1,1,1,4,8,1,1,1,4,8,1,16,16,23124.5749546551
"7633",6,1323,36,0,2001,72,2,0,0,0,1960,4,4,0,0,0,0,3,0,0,0,0,11,0,0,2,165,7,0,0,0,0,0,0,0,0,1,1,1,3,8,2,15,0,0
"7634",6,2115,19,0,2001,50,1,50,1,14,1960,1,1,245,809,0,5,1,65,828,5,5,3,0,100000,2,185,0,1,135,5,1,1,1,5,2,1,1,1,4,8,1,16,17,0
"7635",6,5385,36,0,2001,49,2,0,1,17,1960,4,1,195,849,0,5,3,0,0,0,0,7,43000,0,1,140,7,0,0,0,0,0,0,0,0,1,1,1,5,0,2,17,0,27621.0200847269
"7636",6,3705,51,0,2001,45,1,45,0,0,1960,1,1,65,838,28,5,1,0,0,0,10,10,175000,3100,3,195,3,2,100,3,1,1,1,4,0,1,1,1,5,0,1,17,16,112411.128251795
"7637",6,4889,20,0,2001,43,1,33,0,0,1960,1,1,5,227,0,5,1,0,0,0,20,20,90000,0,1,180,3,3,100,2,1,1,1,4,1,1,1,1,4,0,1,16,16,57811.4373866377
"7638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
