"","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_edu","wf_edu","hd_change_in_marital_status","hd_adj_income"
"5458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5462",7,1857,36,0,1406,2007,58,1,54,0,0,1,4,0,0,0,5,1,816,357,5,10,18,0,32000,3,160,7,4,200,3,1,1,5,0,8,1,1,5,0,8,12,12,1,0
"5463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5464",7,1515,36,1,1406,2007,28,1,29,2,1,1,1,874,479,55,5,1,31,868,5,12,1,127000,0,2,175,0,1,140,7,1,0,0,0,99,1,0,0,0,99,99,99,1,70771.2523356937
"5465",7,6,12,2,1407,2007,66,1,0,0,0,3,4,425,777,6,5,2,0,0,0,0,10,500,0,4,193,10,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,4,278.626977699582
"5466",7,2813,12,0,1407,2007,43,1,40,2,12,1,1,380,947,40,5,1,511,786,5,20,5,77766,14265,1,190,8,1,140,7,1,1,1,2,8,1,1,5,0,8,12,14,1,43335.4110955713
"5467",7,4229,16,0,1407,2007,42,1,40,1,3,1,1,864,137,55,5,1,540,507,5,25,25,33000,23000,2,230,8,1,150,7,1,1,1,1,8,1,1,5,0,0,12,13,1,18389.3805281724
"5468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5470",7,8324,16,0,1407,2007,43,1,44,0,0,1,1,644,77,40,5,1,540,727,5,70,0,55000,0,3,240,9,4,190,4,1,1,5,0,0,1,1,5,0,1,12,12,1,30648.967546954
"5471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5474",7,4844,29,1,1411,2007,54,2,0,2,8,2,1,512,938,35,5,3,0,0,0,0,12,31000,0,3,130,0,0,0,0,0,0,0,0,0,2,1,1,4,8,16,0,2,17274.8726173741
"5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5477",7,7977,29,0,1411,2007,49,2,0,0,0,2,1,94,938,35,5,3,0,0,0,0,20,54200,0,3,275,2,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2,30203.1643826346
"5478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5480",7,6560,29,0,1411,2007,43,1,0,0,0,4,1,385,947,80,5,2,0,0,0,0,3,114000,0,2,240,10,0,0,0,0,0,0,0,0,2,1,1,0,8,12,0,2,63526.9509155046
"5481",7,6498,29,2,1411,2007,41,1,38,0,0,1,1,522,938,0,5,1,500,938,5,5,5,24000,60000,1,197,8,2,200,7,2,2,1,9,8,2,1,5,0,0,12,99,5,13374.0949295799
"5482",7,4375,29,0,1411,2007,39,1,36,1,15,1,1,380,947,35,5,1,0,0,5,15,2,78000,0,2,250,10,3,160,8,2,9,9,0,99,2,1,1,4,8,16,99,1,43465.8085211347
"5483",7,2350,29,0,1411,2007,37,1,0,0,0,2,7,962,629,50,1,2,0,0,0,0,0,40000,0,2,170,7,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2,22290.1582159665
"5484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5487",7,790,29,0,1411,2007,24,2,0,0,0,2,1,402,868,37,5,3,0,0,0,0,5,11000,0,3,180,2,0,0,0,0,0,0,0,0,2,1,5,0,0,12,0,2,6129.7935093908
"5488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5498",7,7496,29,0,1411,2007,53,1,51,1,7,1,1,80,618,35,5,1,100,948,5,10,3,75000,57000,3,175,6,3,180,2,1,1,1,3,8,2,1,1,3,8,15,15,1,41794.0466549372
"5499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5500",7,1827,29,1,1411,2007,37,1,35,4,1,1,3,700,467,43,1,1,582,938,5,10,2,37000,47000,2,165,10,3,280,5,2,1,1,2,0,2,1,5,0,0,12,14,1,20618.396349769
"5501",7,6385,10,1,1411,2007,53,1,45,0,0,1,1,422,769,40,5,1,586,746,5,10,0,25000,13000,2,250,0,3,170,2,2,1,1,0,8,2,1,5,0,8,12,12,1,13931.3488849791
"5502",7,7195,29,4,1411,2007,29,1,29,0,0,1,7,210,727,70,5,1,181,727,5,3,3,190000,80000,3,170,7,3,120,6,2,1,1,5,8,2,1,1,5,0,17,17,5,105878.251525841
"5503",7,2800,29,0,1414,2007,79,2,0,0,0,3,4,0,0,0,5,3,0,0,0,0,15,0,0,4,140,3,0,0,0,0,0,0,0,0,2,3,5,0,8,9,0,2,0
"5504",7,5198,29,0,1414,2007,54,2,0,0,0,2,1,512,458,40,5,3,0,0,0,0,12,21000,0,3,127,4,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2,11702.3330633824
"5505",7,3278,29,0,1414,2007,28,2,0,2,3,2,1,313,827,40,5,3,0,0,0,0,5,36000,0,2,100,5,0,0,0,0,0,0,0,0,2,2,5,0,8,11,0,2,20061.1423943699
"5506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5508",7,4305,3,0,1415,2007,47,1,44,1,17,1,1,54,699,40,5,1,402,868,5,20,7,42000,6100,3,245,7,3,125,5,1,1,5,0,1,1,1,5,0,8,12,12,1,23404.6661267649
"5509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5510",7,5363,3,0,1415,2007,47,1,39,2,12,1,1,22,77,40,5,1,562,437,5,12,5,30000,27000,2,170,8,3,127,4,1,1,5,0,8,1,1,5,0,8,12,12,1,16717.6186619749
"5511",7,7867,3,8,1415,2007,21,1,25,0,0,1,1,380,947,40,5,1,570,786,5,4,4,23000,18000,1,210,4,2,175,6,1,1,1,2,0,1,1,5,0,0,12,14,8,12816.8409741808
"5512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5514",7,6961,34,0,1417,2007,85,1,83,0,0,1,4,0,0,0,5,1,0,0,5,30,6,0,0,4,200,0,5,145,3,1,3,5,0,8,1,3,5,0,8,3,3,1,0
"5515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5516",7,1371,16,0,1419,2007,86,1,83,0,0,1,4,0,0,0,5,1,0,0,5,45,10,0,0,4,175,0,4,132,2,1,1,5,0,8,1,3,5,0,8,10,12,1,0
"5517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5519",7,6922,16,0,1419,2007,47,1,41,0,0,1,1,83,687,40,5,1,570,479,5,5,2,75000,29000,2,180,9,2,145,6,1,1,5,0,1,1,1,1,4,8,16,12,1,41794.0466549372
"5520",7,3717,2,0,1419,2007,58,1,58,0,0,1,1,903,607,998,5,1,0,0,5,30,1,202000,0,1,172,10,2,215,7,1,1,1,5,8,1,1,1,4,8,16,17,1,112565.298990631
"5521",7,4303,16,0,1419,2007,57,1,56,0,0,1,1,722,38,40,5,1,0,0,5,40,0,90000,0,2,170,10,4,130,6,1,1,1,1,8,1,1,1,3,8,15,13,1,50152.8559859247
"5522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5523",7,7285,2,0,1419,2007,26,2,0,0,0,2,1,480,667,0,5,3,0,0,0,0,5,56000,0,1,125,5,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2,31206.2215023531
"5524",7,6818,15,0,1419,2007,27,1,28,0,0,1,1,16,349,50,5,1,4,747,1,7,4,70000,45000,1,170,10,1,130,8,1,1,1,4,8,1,1,1,4,8,16,16,1,39007.7768779414
"5525",7,7857,16,1,1419,2007,32,1,30,1,1,1,1,700,267,36,5,1,316,819,5,15,7,55000,26000,1,180,0,1,115,5,1,1,1,2,8,1,1,1,2,8,14,14,1,30648.967546954
"5526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5530",7,3642,31,0,1425,2007,59,1,58,0,0,1,1,715,467,44,5,1,0,0,5,6,12,41000,0,2,260,8,5,220,0,1,1,5,0,1,1,1,5,0,1,12,12,1,22847.4121713657
"5531",7,6879,31,1,1425,2007,32,1,26,0,0,2,1,642,77,0,5,1,642,77,5,20,20,8000,0,2,180,2,3,130,4,1,2,1,0,0,1,3,5,0,0,9,12,1,4458.03164319331
"5532",7,5338,31,0,1426,2007,71,2,0,0,0,3,4,0,0,0,1,3,0,0,0,0,15,0,0,1,252,5,0,0,0,0,0,0,0,0,2,3,5,0,8,8,0,2,0
"5533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5535",7,6946,31,1,1426,2007,41,2,0,1,16,2,1,913,957,40,5,3,0,0,0,0,5,18000,0,3,200,6,0,0,0,0,0,0,0,0,2,3,5,0,99,10,0,2,10030.5711971849
"5536",7,4003,10,0,1426,2007,28,1,28,3,2,1,1,500,759,50,5,1,186,969,5,10,10,24000,36000,1,200,8,1,160,5,2,1,1,1,8,2,1,1,3,8,15,13,1,13374.0949295799
"5537",7,7690,31,0,1426,2007,26,2,0,2,6,2,1,360,827,50,5,3,0,0,0,0,14,29000,0,3,198,2,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2,16160.3647065757
"5538",7,5308,31,0,1426,2007,23,1,23,0,0,2,1,913,629,78,5,1,360,827,5,7,4,15000,24000,2,320,0,1,998,8,2,1,5,0,99,2,1,5,0,0,12,12,1,8358.80933098745
"5539",7,7237,31,5,1426,2007,20,1,0,0,0,2,3,402,868,36,5,2,0,0,0,0,5,10900,0,2,160,11,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,8,6074.06811385088
"5540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5544",7,5204,31,0,1426,2007,40,1,44,3,16,1,1,913,868,45,5,1,912,786,5,10,5,19000,24000,3,160,7,2,185,4,2,2,5,0,8,2,1,5,0,8,12,11,1,10587.8251525841
"5545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5553",7,3452,39,0,1428,2007,79,2,0,0,0,3,4,0,0,0,5,3,0,0,0,0,20,0,0,4,241,6,0,0,0,0,0,0,0,0,1,1,1,3,1,15,0,2,0
"5554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5555",7,7997,28,0,1428,2007,24,2,0,0,0,2,1,500,858,30,5,3,0,0,0,0,10,28000,0,2,140,2,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2,15603.1107511766
"5556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5558",7,3210,39,0,1428,2007,52,1,49,0,0,1,1,373,919,40,5,1,214,727,5,1,15,37000,21000,3,180,1,5,165,3,1,1,1,5,8,1,1,1,2,1,14,17,1,20618.396349769
"5559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5562",7,5724,31,0,1429,2007,45,1,32,2,10,1,1,12,668,50,5,1,476,538,5,10,8,92000,3000,1,275,0,1,150,7,2,2,1,0,1,1,1,1,4,8,16,12,1,51267.363896723
"5563",7,6933,32,0,1430,2007,80,1,74,0,0,1,4,0,0,0,5,1,0,0,5,0,40,0,0,1,170,10,1,230,7,1,1,1,4,8,1,1,1,4,8,16,16,1,0
"5564",7,1643,32,0,1430,2007,51,1,0,0,0,2,1,181,739,40,5,2,0,0,0,0,1,0,0,3,280,2,0,0,0,0,0,0,0,0,1,1,1,3,99,15,0,2,0
"5565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5567",7,6752,32,0,1430,2007,46,1,48,2,10,1,1,81,707,50,5,1,0,0,5,24,15,250000,0,1,270,10,2,180,0,1,1,1,4,8,1,1,1,4,8,16,16,1,139313.488849791
