"","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu","hd_adj_income"
"9763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9764",3,6352,34,0,2441,2013,49,1,51,0,0,1,1,1,620,77,0,5,1,313,819,1,15,0,48568,29165,1,185,2,3,250,10,1,1,1,2,8,2,3,5,0,0,11,14,1,23330.0825477097
"9765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9772",3,7158,34,1,2441,2013,42,1,40,4,1,1,3,1,913,617,0,5,1,0,0,5,56,2,43000,0,2,220,1,2,200,4,1,1,1,1,0,1,1,5,0,0,12,13,1,20655.4428749695
"9773",3,6873,34,0,2441,2013,35,1,26,2,5,1,2,1,814,287,0,5,1,405,538,1,15,10,26000,16000,2,271,2,3,124,3,1,3,5,0,8,1,2,5,0,8,11,11,1,12489.3375523071
"9774",3,6525,34,4,2441,2013,32,1,25,3,4,1,1,1,775,447,0,5,1,0,0,5,9,0,9999998,0,1,180,0,4,110,7,1,1,5,0,0,1,3,5,0,1,10,12,5,4803590.4055537
"9775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9778",3,1458,35,1,2443,2013,51,1,0,1,14,4,5,5,0,0,0,5,2,0,0,0,0,15,0,0,5,320,2,0,0,0,0,0,0,0,0,1,1,1,1,8,13,0,2,0
"9779",3,4183,35,0,2443,2013,46,2,0,0,0,4,2,5,0,0,0,5,3,0,0,0,0,20,0,0,3,199,7,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2,0
"9780",3,4866,35,2,2443,2013,25,1,22,2,1,2,2,1,720,467,0,5,1,0,0,5,40,5,19000,0,3,190,11,3,125,4,1,1,5,0,8,1,1,5,0,97,12,12,5,9126.82359591675
"9781",3,2717,35,0,2443,2013,21,2,0,0,0,2,2,7,0,0,0,5,3,0,0,0,0,15,0,0,2,125,3,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2,0
"9782",3,3849,35,5,2443,2013,19,2,0,0,0,2,2,7,476,517,0,5,3,0,0,0,0,5,8000,0,5,160,3,0,0,0,0,0,0,0,0,1,1,1,1,0,13,0,8,3842.87309301758
"9783",3,1449,35,0,2443,2013,55,1,0,0,0,4,3,1,720,877,0,5,2,0,0,0,0,6,30000,0,4,240,3,0,0,0,0,0,0,0,0,1,2,5,0,8,11,0,2,14410.7740988159
"9784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9787",3,4206,35,3,2444,2013,39,2,0,0,0,5,3,3,460,847,0,5,3,0,0,0,0,8,1800,0,4,380,2,0,0,0,0,0,0,0,0,1,1,1,2,8,14,0,3,864.646445928956
"9788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9797",3,2257,39,0,2455,2013,71,1,63,0,0,1,1,4,0,0,0,5,1,0,0,5,15,15,0,0,2,180,8,1,125,4,1,1,1,5,8,1,1,1,4,8,16,17,1,0
"9798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9799",3,3275,19,0,2455,2013,50,1,53,2,11,1,1,1,1,229,0,5,1,0,0,5,25,10,3300000,0,1,180,9,1,120,3,1,1,1,4,1,1,1,1,5,8,17,16,1,1585185.15086975
"9800",3,1562,31,0,2455,2013,36,1,35,0,0,1,2,1,232,786,0,5,1,485,219,5,12,18,72000,75000,1,240,0,2,115,7,1,1,1,4,2,1,1,1,5,2,17,16,1,34585.8578371582
"9801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9802",3,528,31,0,2455,2013,68,1,67,0,0,1,2,1,913,407,0,5,1,0,0,5,10,5,7200,0,3,220,10,2,130,7,1,1,1,5,2,1,1,1,5,2,17,17,1,3458.58578371582
"9803",3,5657,31,0,2455,2013,76,1,70,0,0,1,2,4,0,0,0,5,1,593,939,5,7,20,0,750,3,195,11,2,150,3,1,1,1,5,99,1,1,1,5,99,17,17,1,0
"9804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9806",3,103,6,0,2457,2013,57,1,0,0,0,2,2,3,914,619,0,1,2,0,0,0,0,10,3260,0,2,230,5,0,0,0,0,0,0,0,0,1,1,1,2,1,14,0,2,1565.97078540466
"9807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9808",3,4589,31,0,2458,2013,82,2,0,0,0,3,4,4,0,0,0,5,3,0,0,0,0,3,0,0,4,145,0,0,0,0,0,0,0,0,0,1,3,5,0,1,8,0,2,0
"9809",3,2745,31,0,2458,2013,59,1,0,0,0,4,2,1,32,908,0,5,2,0,0,0,0,2,81000,0,1,165,10,0,0,0,0,0,0,0,0,1,1,1,5,1,17,0,2,38909.090066803
"9810",3,8373,31,0,2458,2013,40,1,39,1,3,1,2,1,32,908,0,5,1,470,517,5,16,16,73000,62000,2,250,10,2,190,6,1,1,1,5,1,1,1,1,4,1,16,17,1,35066.2169737854
"9811",3,4059,31,0,2458,2013,37,1,0,0,0,2,2,1,56,819,0,5,2,0,0,0,0,3,90000,0,1,145,7,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,2,43232.3222964478
"9812",3,5699,31,0,2458,2013,34,2,0,0,0,2,5,1,341,748,0,1,3,0,0,0,0,10,25000,0,4,130,3,0,0,0,0,0,0,0,0,1,1,1,5,1,17,0,2,12008.9784156799
"9813",3,5311,31,0,2458,2013,34,1,0,0,0,2,3,1,282,856,0,5,2,0,0,0,0,4,97000,0,2,160,9,0,0,0,0,0,0,0,0,1,1,1,5,1,17,0,2,46594.8362528382
"9814",3,1939,31,0,2458,2013,30,1,33,0,0,1,2,1,586,908,0,5,1,500,467,5,8,8,31200,30500,2,180,7,2,130,6,1,1,1,2,0,1,1,1,2,1,14,14,1,14987.2050627686
"9815",3,2214,31,0,2458,2013,63,1,62,0,0,1,2,4,551,908,0,5,1,570,787,5,30,10,125,45000,2,185,8,2,120,4,1,1,1,2,1,1,1,1,5,1,17,14,1,60.0448920783997
"9816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9818",3,799,39,0,2459,2013,74,2,0,0,0,4,2,4,0,0,0,5,3,0,0,0,0,1,0,0,4,146,1,0,0,0,0,0,0,0,0,1,1,1,5,1,17,0,2,0
"9819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9822",3,835,32,0,2459,2013,45,1,44,0,0,1,1,1,233,786,0,5,1,201,819,5,8,4,58000,62000,2,250,2,2,145,6,1,1,1,5,0,7,1,1,5,0,17,17,1,27860.8299243775
"9823",3,986,36,0,2461,2013,69,1,69,0,0,1,1,4,0,0,0,5,1,0,0,5,14,0,0,0,5,180,8,2,145,4,1,1,1,2,1,1,1,5,0,1,12,14,1,0
"9824",3,5828,36,0,2461,2013,46,2,0,0,0,4,3,5,0,0,0,5,3,0,0,0,0,10,0,0,3,145,3,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
"9825",3,1668,36,2,2461,2013,41,1,0,2,16,4,2,1,91,689,0,5,2,0,0,0,0,10,0,0,1,186,0,0,0,0,0,0,0,0,0,1,1,1,2,1,14,0,3,0
"9826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9827",3,468,36,1,2461,2013,48,1,0,0,0,4,2,1,155,937,0,5,2,0,0,0,0,5,62000,0,2,280,5,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,29782.2664708862
"9828",3,1520,36,0,2461,2013,54,1,46,0,0,1,2,1,422,707,0,5,1,0,0,1,60,20,24000,0,2,185,10,2,140,3,1,1,1,2,1,1,1,5,0,0,12,14,1,11528.6192790527
"9829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9832",3,2874,39,1,2464,2013,83,2,0,0,0,3,1,4,0,0,0,5,3,0,0,0,0,3,0,0,3,120,10,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,2,0
"9833",3,7740,39,5,2464,2013,57,1,0,0,0,5,3,1,730,909,0,5,2,0,0,0,0,10,48000,0,2,215,4,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,8,23057.2385581055
"9834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9837",3,2027,34,1,2464,2013,38,1,35,4,1,1,3,1,913,457,0,5,1,586,697,5,45,5,32000,45000,1,200,1,3,135,4,1,1,5,0,1,1,1,5,0,0,12,12,1,15371.4923720703
"9838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9841",3,1136,41,0,2466,2013,64,1,63,0,0,1,1,1,2,787,0,5,1,0,0,5,20,1,160000,0,2,215,11,2,135,6,1,1,1,4,8,1,1,1,5,8,17,16,1,76857.4618603516
"9842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9843",3,8223,20,1,2466,2013,36,1,36,3,1,1,2,1,454,767,0,5,1,0,0,5,45,14,25000,0,2,220,2,2,130,1,1,1,1,5,8,1,1,1,5,8,17,17,1,12008.9784156799
"9844",3,8031,41,1,2466,2013,33,1,32,3,1,1,2,1,204,916,0,5,1,460,847,5,20,5,90000,300,3,195,2,2,130,9,1,1,1,5,8,1,1,1,5,8,17,17,1,43232.3222964478
"9845",3,5992,3,1,2466,2013,31,1,31,2,1,1,2,1,471,438,0,5,1,0,0,5,10,3,96000,0,1,200,2,1,140,8,1,1,1,4,8,1,1,1,4,8,16,16,1,46114.477116211
"9846",3,1988,3,0,2466,2013,57,1,59,0,0,1,2,1,41,707,0,5,1,0,0,5,10,2,200000,0,1,180,0,1,140,8,1,1,1,4,8,1,1,1,2,8,14,16,1,96071.8273254395
"9847",3,1925,3,1,2466,2013,37,1,29,2,1,1,2,1,204,916,0,5,1,80,866,5,40,4,47000,17000,1,180,11,1,155,7,1,1,1,4,8,4,1,1,4,8,16,16,1,22576.8794214783
"9848",3,401,19,1,2466,2013,31,1,29,2,1,1,2,7,214,959,0,5,1,0,0,5,15,2,10500,0,1,190,3,1,130,6,1,1,1,3,8,1,1,1,5,8,17,15,1,5043.77093458557
"9849",3,2738,46,0,2467,2013,68,1,62,0,0,1,1,1,136,957,0,5,1,490,569,5,10,5,94000,28000,1,165,8,2,150,3,1,1,1,4,10,1,1,1,5,10,17,16,1,45153.7588429566
"9850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9853",3,5986,42,1,2467,2013,35,1,34,2,1,1,1,1,43,59,0,5,1,102,729,5,10,8,98000,101000,1,190,10,1,132,7,1,1,1,5,0,1,1,1,4,0,16,17,1,47075.1953894654
"9854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9855",3,5375,36,0,2467,2013,37,1,31,0,0,1,1,1,514,787,0,5,1,484,789,5,8,8,38000,55000,1,180,0,1,130,4,1,1,1,4,0,1,1,1,4,0,16,16,1,18253.6471918335
"9856",3,5841,46,1,2467,2013,33,1,36,1,1,1,1,1,332,809,0,1,1,306,797,5,6,4,40200,60000,2,280,4,1,160,7,1,1,1,5,0,1,1,1,3,0,15,17,1,19310.4372924133
"9857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9858",3,629,24,0,2468,2013,66,2,0,0,0,3,3,4,0,0,0,5,3,0,0,0,0,10,0,0,3,180,2,0,0,0,0,0,0,0,0,1,2,1,1,8,13,0,2,0
"9859",3,1457,24,0,2468,2013,45,1,36,1,5,1,1,1,913,617,0,5,1,231,786,5,20,2,0,45000,2,250,0,2,230,7,1,1,1,4,8,1,1,5,0,8,12,16,1,0
"9860",3,8745,3,3,2468,2013,21,2,0,0,0,2,1,1,524,669,0,1,3,0,0,0,0,15,10800,0,2,170,5,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,3,5187.87867557373
"9861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9864",3,2843,3,0,2469,2013,60,1,63,0,0,1,3,1,232,786,0,5,1,232,786,5,6,4,56000,52800,3,220,9,4,170,2,1,1,1,5,8,1,1,1,5,8,17,17,1,26900.1116511231
"9865",3,5617,3,2,2469,2013,37,1,35,3,5,1,1,1,232,786,0,5,1,231,786,5,30,8,53000,3000,2,230,7,2,140,6,1,1,1,5,8,1,1,1,5,8,17,17,5,25459.0342412415
"9866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9867",3,5984,3,0,2469,2013,24,1,0,0,0,2,3,1,913,449,0,5,2,0,0,0,0,2,45000,0,2,170,7,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,21616.1611482239
"9868",3,7641,3,0,2469,2013,57,1,57,0,0,1,2,1,620,77,0,5,1,570,786,5,10,10,0,19000,2,190,8,4,128,0,1,1,1,4,8,1,1,5,0,8,12,16,1,0
"9869",3,7388,32,0,2469,2013,30,1,30,1,3,1,2,1,146,279,0,5,1,181,729,5,25,8,95000,0,1,180,11,2,155,3,1,1,1,4,8,1,1,1,4,1,16,16,1,45634.1179795838
"9870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
