"","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_edu","wf_edu","hd_change_in_marital_status","hd_adj_income"
"26",6,771,41,0,4,2005,28,1,20,2,1,4,1,22,77,50,5,1,411,868,5,25,7,0,0,3,200,3,3,140,8,1,3,5,0,0,1,3,5,0,0,10,9,1,0
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",6,1654,41,0,5,2005,59,2,0,0,0,3,5,0,0,0,5,3,0,0,0,0,12,0,0,5,182,8,0,0,0,0,0,0,0,0,1,3,5,0,8,8,0,2,0
"35",6,624,41,1,5,2005,42,1,40,0,0,1,1,470,539,42,5,1,0,0,5,6,10,34000,0,2,172,0,4,155,11,1,1,5,0,8,1,1,5,0,8,12,12,1,19790.4761913077
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",6,1504,41,2,5,2005,38,1,33,2,10,4,1,562,539,40,5,1,0,0,5,30,20,20000,0,3,240,3,3,205,3,1,1,5,0,1,1,3,5,0,8,10,12,5,11641.4565831222
"38",6,7566,41,5,5,2005,22,1,21,0,0,2,1,605,18,15,5,1,341,507,1,10,10,10000,6000,3,155,8,1,115,8,1,1,1,0,0,1,1,1,0,0,12,12,8,5820.72829156109
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",6,12,41,0,5,2005,28,1,39,0,0,1,1,470,469,45,1,1,0,0,5,22,2,12760,0,2,220,8,4,380,8,1,1,5,0,8,1,1,1,2,8,14,12,1,7427.24930003196
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",6,561,12,1,6,2005,83,2,0,0,0,3,6,0,0,0,5,3,0,0,0,0,3,0,0,2,170,3,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
"51",6,1202,26,0,6,2005,50,1,49,0,0,1,1,325,748,65,5,1,581,748,5,10,0,85000,13100,1,200,3,1,136,4,1,1,1,4,8,1,1,1,5,8,17,16,1,49476.1904782693
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",6,6475,26,5,6,2005,24,1,0,0,0,2,1,980,968,40,5,2,0,0,0,0,8,31000,0,1,220,1,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,8,18044.2577038394
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",6,3444,12,0,6,2005,60,1,56,0,0,1,1,624,77,40,5,1,450,897,5,5,5,0,19400,3,160,10,3,160,4,1,1,5,0,8,1,3,5,0,0,11,12,1,0
"58",6,724,12,1,6,2005,31,1,32,2,1,1,1,512,507,45,5,1,313,819,5,10,3,38000,47600,1,165,11,1,130,6,1,9,1,4,0,1,9,1,3,0,99,99,1,22118.7675079322
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",6,345,34,0,7,2005,50,1,51,0,0,1,5,0,0,0,5,1,365,809,5,8,7,0,30000,5,268,4,2,148,3,1,1,5,0,8,1,1,5,0,8,12,12,1,0
"62",6,825,34,0,7,2005,49,2,0,0,0,4,1,402,827,40,5,3,0,0,0,0,15,13000,0,3,150,9,0,0,0,0,0,0,0,0,1,3,5,0,8,9,0,2,7566.94677902942
"63",6,474,34,1,7,2005,47,1,24,0,0,4,5,0,0,0,5,1,360,817,5,20,7,0,15000,4,200,11,1,145,3,1,1,5,0,8,1,3,5,0,8,11,12,1,0
"64",6,562,34,3,7,2005,33,2,0,3,12,5,1,402,827,40,5,3,0,0,0,0,14,9999998,0,3,140,3,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,3,5820727.12741544
"65",6,82,34,0,7,2005,31,1,31,2,6,1,1,913,409,0,1,1,0,0,5,12,84,25000,0,3,250,9,4,230,1,1,1,5,0,0,1,3,5,0,0,11,12,1,14551.8207289027
"66",6,586,34,0,7,2005,30,1,0,0,0,4,1,562,409,40,5,2,0,0,0,0,0,36000,0,3,200,8,0,0,0,0,0,0,0,0,1,3,5,0,0,10,0,2,20954.6218496199
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",6,154,34,0,7,2005,28,1,26,0,0,1,1,726,877,47,5,1,0,0,5,42,3,26000,0,3,176,7,5,220,5,1,3,5,0,0,1,3,5,0,0,10,9,1,15133.8935580588
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",6,826,34,2,7,2005,24,1,21,2,1,2,1,913,617,45,5,1,0,0,5,25,20,9999998,0,1,250,7,1,110,6,1,9,5,0,0,1,3,5,0,0,11,99,5,5820727.12741544
"71",6,5267,34,5,7,2005,21,1,0,0,0,2,1,425,777,4,5,2,0,0,0,0,2,9999998,0,4,135,3,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,8,5820727.12741544
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",6,571,34,0,7,2005,49,2,0,3,13,4,6,0,0,0,5,3,0,0,0,0,50,0,0,4,210,3,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2,0
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",6,1056,34,0,7,2005,35,1,31,1,2,1,1,961,878,40,5,1,0,0,5,35,2,9999998,0,3,169,11,2,180,3,1,3,5,0,8,1,3,5,0,8,8,11,1,5820727.12741544
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",6,1394,34,1,7,2005,29,1,24,3,1,1,1,400,868,0,5,1,0,0,5,50,10,6000,0,3,360,9,3,240,5,1,1,5,0,8,1,2,1,2,8,14,12,1,3492.43697493666
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",6,104,13,0,7,2005,38,1,30,5,8,1,5,0,0,0,5,1,360,827,5,5,8,0,9999998,3,998,0,3,180,5,1,3,5,0,8,1,1,5,0,99,12,11,1,0
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",6,181,32,0,10,2005,61,2,0,0,0,4,5,0,0,0,5,3,0,0,0,0,0,0,0,3,190,5,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2,0
"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",6,523,32,0,10,2005,41,2,0,3,12,5,3,413,868,0,1,3,0,0,0,0,10,4930,0,2,165,5,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2,2869.61904773962
"92",6,4930,32,0,10,2005,39,1,0,0,0,2,1,353,829,40,5,2,0,0,0,0,8,25000,0,2,160,7,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2,14551.8207289027
"93",6,618,19,1,10,2005,58,1,0,0,0,4,5,425,777,60,5,2,0,0,0,0,20,0,0,3,210,7,0,0,0,0,0,0,0,0,2,9,1,2,8,99,0,5,0
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",6,563,19,0,10,2005,29,1,0,0,0,2,1,962,488,40,1,2,0,0,0,0,12,7500,0,4,155,6,0,0,0,0,0,0,0,0,2,3,5,0,8,11,0,2,4365.54621867082
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",6,6528,32,0,10,2005,41,2,0,1,15,4,1,451,898,50,5,3,0,0,0,0,5,9999999,0,1,175,9,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2,5820727.70948827
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",6,819,32,0,10,2005,38,1,34,0,0,1,1,470,507,45,5,1,305,507,5,10,2,47000,97000,2,210,9,3,168,4,2,1,1,5,8,2,1,1,4,8,16,17,1,27357.4229703371
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",6,644,4,0,11,2005,86,2,0,0,0,3,4,0,0,0,5,3,0,0,0,0,14,0,0,2,150,5,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
"104",6,1072,4,0,11,2005,52,1,0,0,0,4,1,193,59,45,5,2,0,0,0,0,15,61000,0,2,170,11,0,0,0,0,0,0,0,0,1,1,1,0,0,12,0,2,35506.4425785227
"105",6,29,50,0,13,2005,76,1,74,0,0,1,4,0,0,0,5,1,0,0,5,25,10,0,0,4,174,8,5,125,3,1,1,5,0,8,1,3,5,0,1,10,12,1,0
"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",6,234,50,0,13,2005,22,2,0,0,0,2,1,423,866,30,5,3,0,0,0,0,20,10000,0,1,125,6,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2,5820.72829156109
"109",6,1858,50,0,13,2005,56,1,53,0,0,1,1,635,37,84,5,1,0,0,5,40,20,9999999,0,3,205,0,3,999,0,1,1,5,0,1,1,1,1,0,8,12,12,1,5820727.70948827
