"","ID","Release_number","interview_id","State","Family_comp_change","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","family_identifier","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"7642",7642,6,5991,35,0,2001,32,2,0,0,0,1977,2,1,245,727,0,5,3,0,0,0,0,1,42000,0,1,145,6,0,0,0,0,0,0,0,0,1,1,1,3,8,2,15,0
"7643",7643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7644",7644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7645",7645,6,5809,14,0,2001,57,1,54,0,0,1978,1,1,331,907,0,5,1,0,0,0,20,10,42750,19000,3,190,10,3,250,8,1,1,5,0,8,1,1,5,0,8,1,12,12
"7646",7646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7647",7647,6,6435,14,0,2001,33,1,30,2,2,1978,1,1,282,539,0,5,1,270,718,5,8,1,94000,12000,2,160,11,2,145,6,1,1,1,2,8,1,1,1,2,8,1,14,14
"7648",7648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7649",7649,6,6177,14,0,2001,31,1,28,0,0,1978,1,1,42,528,0,5,1,1,528,5,20,0,38000,30000,2,220,11,1,160,9,1,1,1,2,8,1,1,5,0,8,1,12,14
"7650",7650,6,4337,14,0,2001,58,1,53,0,0,1978,1,1,86,877,50,5,1,245,848,5,21,1,40000,9999998,1,165,0,1,138,8,1,1,5,0,8,1,1,1,4,8,1,16,12
"7651",7651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7652",7652,6,3225,14,0,2001,77,2,0,0,0,1979,3,4,0,0,0,0,3,0,0,0,0,15,0,0,4,175,2,0,0,0,0,0,0,0,0,1,3,5,0,1,2,8,0
"7653",7653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7654",7654,6,4047,3,0,2001,65,1,51,0,0,1979,1,4,492,759,0,5,1,633,268,5,40,20,0,23000,4,210,11,3,181,2,1,3,5,0,8,1,3,5,0,8,1,8,9
"7655",7655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7656",7656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7657",7657,6,3748,32,1,2001,65,2,0,0,0,1981,3,4,0,0,0,0,3,0,0,0,0,5,7280,0,3,140,1,0,0,0,0,0,0,0,0,2,3,5,0,8,2,11,0
"7658",7658,6,3612,22,0,2001,44,1,42,0,0,1981,2,1,903,858,0,5,1,0,0,0,10,6,23000,20000,2,205,2,3,150,3,1,1,5,0,8,2,1,1,5,99,1,17,12
"7659",7659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7660",7660,6,1841,32,0,2001,67,2,0,0,0,1985,4,1,364,838,0,5,3,0,0,0,0,2,16789,0,3,185,1,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0
"7661",7661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7662",7662,6,2497,32,8,2001,38,1,37,1,10,1985,1,1,694,219,0,5,1,0,0,0,15,1,61000,0,3,210,7,2,160,3,1,2,1,0,0,1,1,1,0,0,8,99,11
"7663",7663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7664",7664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7665",7665,6,2737,32,3,2001,71,2,0,0,0,1986,3,1,264,619,0,5,3,0,0,0,0,6,4000,0,3,130,2,0,0,0,0,0,0,0,0,1,1,5,0,8,4,12,0
"7666",7666,6,4462,9,0,2001,82,2,0,0,0,1988,3,8,0,0,0,0,3,0,0,0,0,0,0,0,5,100,4,0,0,0,0,0,0,0,0,1,1,5,0,1,2,12,0
"7667",7667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7668",7668,6,4387,10,0,2001,51,1,50,0,0,1988,1,3,0,0,0,0,1,56,857,5,25,15,35000,24000,2,220,11,2,998,8,1,1,5,0,8,1,1,1,3,0,1,15,12
"7669",7669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7670",7670,6,2733,9,0,2001,53,1,47,0,0,1988,1,1,311,878,0,5,1,0,0,0,21,2,23000,26000,4,198,0,4,160,6,1,1,1,2,1,1,9,1,4,1,1,16,14
"7671",7671,6,1046,9,0,2001,27,1,25,0,0,1988,1,1,364,838,0,5,1,364,838,5,7,5,31000,23000,3,170,10,3,170,6,1,9,1,1,8,5,9,1,3,1,1,15,13
"7672",7672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7673",7673,6,2077,6,0,2001,86,2,0,0,0,1990,3,4,0,0,0,0,3,0,0,0,0,10,0,0,4,110,3,0,0,0,0,0,0,0,0,1,1,1,9,1,2,99,0
"7674",7674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7675",7675,6,2358,21,0,2001,69,1,70,0,0,1994,1,4,0,0,0,0,1,0,0,0,20,15,0,0,3,220,0,4,225,3,2,3,5,0,8,2,1,5,0,8,1,12,10
"7676",7676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7677",7677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7678",7678,6,5380,21,0,2001,35,1,35,4,2,1994,1,6,0,0,0,0,1,283,628,5,25,25,0,2300,3,160,5,3,230,2,2,1,1,2,97,2,1,5,0,8,1,12,14
"7679",7679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7680",7680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7681",7681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7682",7682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7683",7683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7684",7684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7685",7685,6,2962,2,0,2001,30,1,26,0,0,1994,1,1,755,19,0,5,1,174,858,5,5,5,20000,23000,1,170,11,1,170,7,2,1,1,1,0,9,0,0,0,99,1,99,13
"7686",7686,6,2148,21,4,2001,44,1,43,0,0,1994,1,1,610,219,40,5,1,692,219,1,15,7,9999998,38000,3,155,7,2,145,2,2,1,1,3,8,2,1,5,0,8,5,12,15
"7687",7687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7688",7688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7689",7689,6,4156,21,0,2001,51,2,0,0,0,1995,5,1,706,677,0,5,3,0,0,0,0,13,25000,0,3,108,4,0,0,0,0,0,0,0,0,7,1,1,3,99,2,15,0
"7690",7690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7691",7691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7692",7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7693",7693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7694",7694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7695",7695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7696",7696,6,709,34,0,2001,52,1,49,0,0,2000,1,1,715,749,0,5,1,912,857,5,20,5,32000,6000,2,160,7,3,165,6,1,1,5,0,0,1,1,5,0,8,1,12,12
"7697",7697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7698",7698,6,4465,4,0,2001,54,1,59,0,0,2001,1,1,225,727,0,5,1,265,717,5,7,3,720000,25000,2,175,9,1,120,4,1,1,5,0,2,1,1,1,2,8,1,14,12
"7699",7699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7700",7700,6,3022,36,0,2001,54,1,55,0,0,2003,1,1,245,539,0,5,1,305,697,5,20,2,60000,20000,2,217,10,3,154,9,1,1,1,1,8,1,1,1,2,8,1,14,13
"7701",7701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7702",7702,6,5389,36,5,2001,20,1,0,0,0,2003,2,1,755,19,50,5,2,0,0,0,0,10,21000,0,1,160,3,0,0,0,0,0,0,0,0,1,1,1,0,0,8,99,0
"7703",7703,6,3016,36,1,2001,51,2,0,0,0,2003,4,1,303,889,0,5,3,0,0,0,0,10,0,0,2,144,9,0,0,0,0,0,0,0,0,1,1,1,2,8,2,14,0
"7704",7704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7705",7705,6,1499,36,0,2001,72,1,72,0,0,2004,1,4,0,0,0,0,1,0,0,0,10,2,0,0,2,145,6,1,160,4,1,1,5,0,8,1,1,5,0,8,1,12,12
"7706",7706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7707",7707,6,3953,36,0,2001,50,1,45,0,0,2004,1,1,245,739,0,5,1,245,189,5,12,12,97000,75000,2,200,11,2,150,4,1,1,5,0,8,1,1,1,0,8,1,12,12
"7708",7708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7709",7709,6,434,35,0,2001,43,2,0,0,0,2004,4,1,610,287,0,5,3,0,0,0,0,20,21000,0,2,115,3,0,0,0,0,0,0,0,0,1,2,5,0,8,2,11,0
"7710",7710,6,6794,36,0,2001,52,1,40,0,0,2004,1,1,710,407,0,5,1,0,0,0,15,3,65000,0,3,210,1,3,135,4,3,1,1,1,8,1,1,1,0,8,1,99,13
"7711",7711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7712",7712,6,6354,36,1,2001,24,1,0,0,0,2004,2,1,5,748,15,5,2,0,0,0,0,6,65000,0,2,185,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,99,0
"7713",7713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7714",7714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7715",7715,6,4183,35,0,2001,49,1,0,2,9,2004,4,1,925,839,0,5,2,0,0,0,0,5,24400,0,2,158,10,0,0,0,0,0,0,0,0,1,1,5,0,8,2,12,0
"7716",7716,6,5286,36,1,2001,31,1,28,1,1,2004,1,1,231,757,0,5,1,705,527,5,6,2,28800,16800,1,250,4,2,225,4,1,1,5,0,0,1,1,1,0,8,1,99,12
"7717",7717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7718",7718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7719",7719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7720",7720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7721",7721,6,3476,46,1,2001,31,2,0,0,0,2005,2,1,394,878,0,5,3,0,0,0,0,4,22000,0,2,160,5,0,0,0,0,0,0,0,0,1,1,1,1,10,2,13,0
"7722",7722,6,6056,46,5,2001,27,1,0,0,0,2005,5,1,705,669,0,5,2,0,0,0,0,8,16000,0,2,155,9,0,0,0,0,0,0,0,0,1,1,5,0,0,8,12,0
"7723",7723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7724",7724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7725",7725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7726",7726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7727",7727,6,7055,12,3,2001,45,2,0,2,12,2006,5,1,323,838,10,5,3,0,0,0,0,10,18000,0,4,160,5,0,0,0,0,0,0,0,0,9,0,0,0,99,3,99,0
"7728",7728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7729",7729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7730",7730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7731",7731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7732",7732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7733",7733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7734",7734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7735",7735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7736",7736,6,1996,13,0,2001,74,1,70,0,0,2009,1,5,0,0,0,0,1,0,0,0,21,10,0,0,4,169,8,4,155,5,2,3,5,0,8,2,3,5,0,8,1,9,10
"7737",7737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7738",7738,6,1856,13,0,2001,68,2,0,0,0,2010,2,5,0,0,0,0,3,0,0,0,0,5,0,0,4,200,0,0,0,0,0,0,0,0,0,1,3,5,0,0,2,10,0
"7739",7739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7740",7740,6,5443,13,0,2001,61,2,0,0,0,2011,3,8,0,0,0,0,3,0,0,0,0,4,10060,0,2,143,4,0,0,0,0,0,0,0,0,1,3,5,0,8,2,10,0
"7741",7741,6,5352,13,0,2001,42,1,39,2,12,2011,1,1,651,197,0,5,1,610,197,5,14,2,37000,32000,3,202,1,2,160,8,1,1,5,0,8,1,2,5,0,0,1,10,12
"7742",7742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7743",7743,6,5081,13,0,2001,33,1,0,0,0,2011,2,1,144,857,0,5,2,0,0,0,0,5,42000,0,2,200,3,0,0,0,0,0,0,0,0,1,1,1,4,8,2,16,0
"7744",7744,6,6924,13,5,2001,20,1,0,0,0,2011,2,1,633,268,0,5,2,0,0,0,0,0,5000,0,1,170,1,0,0,0,0,0,0,0,0,1,1,1,1,0,8,13,0
"7745",7745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7746",7746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7747",7747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7748",7748,6,6273,13,0,2001,40,1,39,3,8,2011,1,1,785,219,0,5,1,310,648,5,30,15,47000,5500,1,170,8,1,145,5,1,1,1,2,8,1,3,5,0,8,1,11,14
"7749",7749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7750",7750,6,5444,13,1,2001,41,1,39,0,0,2011,4,1,441,67,0,5,1,0,0,0,30,2,40000,0,3,175,7,3,112,5,1,3,5,0,8,1,1,5,0,0,1,12,10
"7751",7751,6,89,13,0,2001,59,1,55,0,0,2012,1,1,142,857,0,5,1,245,429,5,3,2,54000,14000,3,210,7,3,160,2,1,1,1,0,8,1,1,1,4,8,1,16,12
"7752",7752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
