"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_edu","wf_edu","hd_change_in_marital_status"
"1882",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883",1883,8,7224,13,0,563,2003,26,1,25,2,3,2,1,936,877,0,5,1,0,0,1,15,10,10000,0,1,215,11,2,130,4,1,3,5,0,1,1,3,5,0,1,10,10,1
"1884",1884,8,2400,13,0,563,2003,26,1,25,0,0,1,1,913,767,40,5,1,581,679,5,20,15,30000,20000,3,400,8,3,170,4,1,1,1,0,0,1,1,5,0,0,12,12,1
"1885",1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",1886,8,7236,13,5,563,2003,22,1,21,1,1,2,1,613,568,30,5,1,0,0,5,7,17,9999998,0,1,200,9,4,150,1,1,1,5,0,8,1,3,5,0,8,6,12,8
"1887",1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888",1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889",1889,8,2376,13,0,563,2003,56,1,51,0,0,1,3,642,77,40,5,1,591,559,5,20,15,17000,33000,3,350,2,3,300,8,1,3,5,0,99,1,3,5,0,99,11,11,1
"1890",1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891",1891,8,6810,13,2,563,2003,47,1,47,0,0,2,5,0,0,0,5,1,0,0,5,4,0,0,0,4,210,7,5,250,6,1,3,5,0,0,1,9,5,0,0,99,7,2
"1892",1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894",1894,8,2654,13,0,563,2003,41,1,41,1,13,4,1,814,357,45,5,1,0,0,5,8,0,30000,0,1,133,4,4,180,1,1,3,5,0,0,1,1,5,0,0,12,8,1
"1895",1895,8,7716,13,1,563,2003,28,1,0,2,6,4,1,626,77,40,5,2,0,0,0,0,4,16000,0,3,175,7,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,5
"1896",1896,8,2685,13,1,563,2003,45,1,42,1,1,1,1,770,298,40,5,1,795,298,5,70,10,27000,23000,3,220,0,4,998,8,1,3,5,0,8,9,1,1,1,99,13,10,1
"1897",1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",1898,8,1671,13,5,563,2003,32,1,28,2,5,1,1,814,999,40,5,1,0,0,5,25,0,36000,0,1,105,1,1,125,9,1,3,5,0,0,1,3,5,0,0,11,10,8
"1899",1899,8,1904,13,0,563,2003,27,1,32,1,2,1,1,913,629,40,5,1,106,919,5,15,10,24700,29000,2,210,11,3,275,8,9,0,0,0,99,9,3,9,0,99,99,99,1
"1900",1900,8,6930,13,0,563,2003,33,1,23,1,6,1,1,734,417,45,5,1,263,538,5,30,15,52000,28000,1,160,6,2,999,3,1,3,5,0,0,1,1,1,4,8,16,9,1
"1901",1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902",1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903",1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904",1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905",1905,8,846,10,0,564,2003,52,2,0,3,1,4,1,52,437,40,5,3,0,0,0,0,5,26000,0,2,150,2,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"1906",1906,8,5729,13,0,564,2003,40,2,0,0,0,4,1,502,947,40,5,3,0,0,0,0,0,27822,0,3,300,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"1907",1907,8,7331,10,1,564,2003,33,1,39,1,1,1,1,644,77,0,5,1,570,228,1,40,15,57007,25000,2,210,9,2,130,3,1,1,1,9,0,1,1,5,0,8,12,99,1
"1908",1908,8,6678,10,0,564,2003,29,1,0,0,0,2,1,913,868,0,1,2,0,0,0,0,1,11100,0,1,190,9,0,0,0,0,0,0,0,0,1,3,5,0,8,10,0,2
"1909",1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910",1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911",1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912",1912,8,6369,13,5,565,2003,22,1,0,0,0,2,1,900,477,46,5,2,0,0,0,0,15,58000,0,1,185,11,0,0,0,0,0,0,0,0,1,1,1,2,8,14,0,8
"1913",1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",1914,8,1615,13,1,565,2003,48,2,0,0,0,4,1,500,467,40,5,3,0,0,0,0,3,33482,0,2,180,4,0,0,0,0,0,0,0,0,1,1,1,1,8,13,0,2
"1915",1915,8,3462,13,0,565,2003,43,1,41,2,8,1,1,135,219,60,5,1,0,0,5,10,3,150000,0,2,190,1,2,125,2,1,1,1,4,8,1,1,1,5,1,17,16,1
"1916",1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917",1917,8,292,9,0,567,2003,83,1,77,0,0,1,4,0,0,0,5,1,0,0,5,15,4,0,0,4,150,6,4,125,0,1,1,5,0,8,1,1,1,1,8,13,12,1
"1918",1918,8,811,13,0,567,2003,53,1,0,0,0,4,1,475,427,45,5,2,0,0,0,0,3,33700,0,3,145,9,0,0,0,0,0,0,0,0,1,1,1,1,8,13,0,2
"1919",1919,8,6037,13,0,567,2003,52,1,0,0,0,4,1,414,868,33,5,2,0,0,0,0,1,13000,0,1,140,9,0,0,0,0,0,0,0,0,1,1,1,3,8,15,0,2
"1920",1920,8,1423,13,0,567,2003,56,1,0,0,0,4,1,702,338,45,5,2,0,0,0,0,20,46272,0,3,130,9,0,0,0,0,0,0,0,0,1,1,1,1,0,13,0,2
"1921",1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922",1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923",1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924",1924,8,7451,1,8,569,2003,20,1,0,0,0,2,1,964,999,36,1,2,0,0,0,0,6,9999998,0,2,163,6,0,0,0,0,0,0,0,0,2,2,5,0,8,11,0,8
"1925",1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926",1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927",1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928",1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929",1929,8,1246,1,0,570,2003,52,1,54,0,0,1,1,380,947,48,5,1,542,819,5,25,20,44000,19000,2,292,1,3,190,8,2,1,5,0,8,2,1,5,0,8,12,12,1
"1930",1930,8,1643,1,1,570,2003,45,1,44,3,1,1,1,775,389,45,5,1,874,319,5,25,8,33000,28000,3,170,10,3,220,11,2,1,1,1,8,2,1,5,0,8,12,13,1
"1931",1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933",1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936",1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937",1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938",1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",1939,8,7215,9,0,573,2003,50,1,47,1,14,1,1,306,819,55,5,1,980,968,5,15,6,140000,145000,2,190,0,1,125,4,1,1,1,5,8,1,1,1,5,10,17,17,1
"1940",1940,8,6958,21,1,573,2003,45,1,42,3,7,1,1,806,357,58,5,1,220,787,5,40,10,90000,5280,2,210,2,3,160,7,7,1,1,5,8,1,2,1,1,8,13,17,1
"1941",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",1944,8,479,21,0,575,2003,82,2,0,0,0,3,4,0,0,0,5,3,0,0,0,0,6,0,0,2,175,4,0,0,0,0,0,0,0,0,1,3,5,0,8,10,0,2
"1945",1945,8,400,21,0,575,2003,49,2,0,0,0,3,1,81,707,25,5,3,0,0,0,0,10,20000,0,2,160,6,0,0,0,0,0,0,0,0,1,1,1,2,8,14,0,2
"1946",1946,8,7770,21,0,575,2003,23,1,0,0,0,2,1,101,729,50,5,2,0,0,0,0,18,70000,0,2,195,11,0,0,0,0,0,0,0,0,1,9,1,2,0,99,0,2
"1947",1947,8,2021,41,0,577,2003,77,1,73,0,0,1,4,0,0,0,5,1,0,0,5,0,21,0,0,5,170,11,4,100,11,1,1,1,3,8,1,3,5,0,8,6,15,1
"1948",1948,8,7395,41,0,577,2003,21,1,0,0,0,2,1,402,509,0,5,2,0,0,0,0,0,22000,0,2,160,4,0,0,0,0,0,0,0,0,1,2,5,0,0,11,0,2
"1949",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951",1951,8,7394,41,0,577,2003,43,1,42,1,12,1,1,913,58,0,5,1,360,817,5,10,5,25000,19000,3,180,8,1,140,7,1,1,5,0,8,1,2,5,0,8,11,12,1
"1952",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954",1954,8,12,4,0,579,2003,69,1,69,0,0,1,4,485,417,999,5,1,451,898,5,15,7,4000,15000,3,165,6,2,120,1,7,1,5,0,8,7,1,1,4,8,16,12,1
"1955",1955,8,2366,4,0,579,2003,33,1,0,0,0,2,1,382,957,60,5,2,0,0,0,0,12,65000,0,2,170,8,0,0,0,0,0,0,0,0,4,1,1,4,8,16,0,2
"1956",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957",1957,8,72,9,0,580,2003,50,2,0,0,0,3,5,0,0,0,5,3,0,0,0,0,20,0,0,4,222,7,0,0,0,0,0,0,0,0,1,1,1,3,0,15,0,2
"1958",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960",1960,8,3677,9,0,581,2003,52,1,0,0,0,4,1,721,617,40,5,2,0,0,0,0,3,38900,0,4,210,6,0,0,0,0,0,0,0,0,1,3,5,0,8,9,0,2
"1961",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963",1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",1964,8,2713,9,4,581,2003,39,1,44,2,14,1,1,999,999,999,5,1,0,0,5,20,1,9999999,0,5,170,4,4,160,7,1,3,5,0,10,9,0,0,0,99,99,10,5
"1965",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",1968,8,159,29,0,582,2003,78,2,0,0,0,3,6,0,0,0,5,3,0,0,0,0,20,0,0,3,107,1,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,2
"1969",1969,8,4903,31,0,582,2003,53,1,47,2,15,1,1,101,399,42,5,1,0,0,5,20,10,95000,0,2,165,10,2,998,0,1,1,1,4,1,1,1,1,5,1,17,16,1
"1970",1970,8,5076,29,0,582,2003,54,1,48,1,10,1,1,470,527,55,5,1,254,786,5,10,0,46800,1400,1,180,11,3,130,6,1,1,5,0,1,1,1,1,2,1,14,12,1
"1971",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",1972,8,2063,29,0,582,2003,42,1,41,0,0,1,1,432,909,45,5,1,231,786,5,15,7,45500,67000,1,180,11,2,115,6,1,1,1,4,8,1,1,1,4,1,16,16,1
"1973",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",1974,8,1467,34,0,582,2003,26,1,29,0,0,2,3,12,669,65,5,1,155,819,5,8,6,84000,32000,2,185,3,2,150,7,1,1,1,3,13,1,1,1,1,8,13,15,1
"1975",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980",1980,8,632,31,0,582,2003,38,1,30,0,0,1,1,913,426,45,5,1,570,809,5,10,4,33500,27400,1,170,7,1,146,3,1,1,1,0,8,1,1,5,0,0,12,12,1
"1981",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983",1983,8,4244,29,0,583,2003,93,2,0,0,0,3,6,0,0,0,5,3,0,0,0,0,0,0,0,4,99,11,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2
"1984",1984,8,5992,12,0,585,2003,77,1,73,0,0,1,4,0,0,0,5,1,0,0,5,7,2,0,0,3,210,11,4,100,6,1,1,1,0,8,1,1,1,0,8,12,12,1
"1985",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",1986,8,48,22,1,586,2003,39,2,0,1,11,4,1,570,739,45,5,3,0,0,0,0,6,36000,0,2,130,4,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,5
"1987",1987,8,211,4,0,586,2003,37,2,0,0,0,2,1,570,687,50,5,3,0,0,0,0,1,52000,0,3,140,1,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2
"1988",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",1992,8,265,4,0,587,2003,67,1,59,0,0,1,4,0,0,0,5,1,550,607,5,12,8,0,44606,2,135,6,2,152,4,5,1,1,1,1,5,1,1,3,1,15,13,1
"1993",1993,8,7096,23,5,587,2003,33,1,0,0,0,2,1,306,819,0,5,2,0,0,0,0,4,285000,0,1,190,1,0,0,0,0,0,0,0,0,1,1,1,5,1,17,0,8
"1994",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
