"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_edu","wf_edu","hd_change_in_marital_status"
"12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,7,1130,41,3,4,2007,22,2,0,1,6,4,1,472,497,39,5,3,0,0,0,0,25,9999998,0,3,135,8,0,0,0,0,0,0,0,0,1,2,5,0,0,10,0,3
"20",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,7,196,41,0,4,2007,34,1,33,2,10,1,3,952,77,55,5,1,0,0,5,30,2,25000,0,1,200,9,5,160,3,1,1,5,0,8,1,3,5,0,8,11,12,1
"26",26,7,5740,41,2,4,2007,30,1,0,1,4,4,1,43,77,40,5,2,0,0,0,0,5,0,0,2,250,3,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,3
"27",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,7,1210,41,0,5,2007,61,2,0,0,0,3,5,0,0,0,5,3,0,0,0,0,24,0,0,5,180,8,0,0,0,0,0,0,0,0,1,3,5,0,8,8,0,2
"35",35,7,5570,41,1,5,2007,45,1,42,0,0,1,1,500,539,40,5,1,0,0,5,10,10,33000,0,2,178,0,3,155,11,1,1,5,0,8,1,1,5,0,8,12,12,1
"36",36,7,423,41,3,5,2007,41,2,0,0,0,5,6,0,0,0,5,3,0,0,0,0,10,0,0,4,295,8,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,3
"37",37,7,7756,41,0,5,2007,40,1,35,2,12,4,1,562,538,40,5,1,472,497,5,20,15,24000,10000,1,240,3,3,210,3,1,1,5,0,1,1,3,5,0,8,10,12,1
"38",38,7,7878,41,0,5,2007,23,1,22,0,0,1,1,605,17,30,5,1,365,507,5,20,5,17000,20000,3,162,8,2,126,8,1,1,1,0,0,1,1,1,0,0,12,12,1
"39",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,7,8069,12,6,5,2007,34,1,23,1,1,1,1,36,129,55,5,1,411,868,5,15,5,9999999,9999999,3,210,1,3,120,10,1,1,1,4,0,1,0,0,0,0,17,16,8
"46",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,7,126,12,0,6,2007,85,2,0,0,0,3,6,0,0,0,5,3,0,0,0,0,4,0,0,2,165,1,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"51",51,7,997,26,0,6,2007,52,1,51,0,0,1,1,325,748,75,5,1,0,0,5,18,0,62500,0,1,210,3,1,145,3,1,1,1,4,8,1,1,1,5,8,17,16,1
"52",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,7,6207,10,5,6,2007,32,1,32,1,1,1,1,980,968,40,5,1,313,819,5,998,998,67000,33000,1,195,1,1,110,1,1,1,1,5,1,1,1,1,4,0,16,17,8
"54",54,7,4764,9,0,6,2007,26,1,0,0,0,2,1,980,968,50,5,2,0,0,0,0,5,35000,0,1,230,1,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2
"55",55,7,6467,26,5,6,2007,25,1,0,0,0,2,1,980,968,50,5,2,0,0,0,0,7,70000,0,2,220,3,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,8
"56",56,7,5967,14,5,6,2007,23,1,0,0,0,2,1,531,787,4,5,2,0,0,0,0,2,5000,0,1,185,3,0,0,0,0,0,0,0,0,1,1,1,5,8,17,0,8
"57",57,7,4264,12,0,6,2007,62,1,58,0,0,1,1,624,77,20,5,1,450,897,5,2,6,0,25400,3,220,10,3,190,7,1,1,5,0,8,1,3,5,0,0,11,12,1
"58",58,7,724,12,1,6,2007,33,1,34,3,1,1,1,80,507,48,5,1,313,819,5,15,5,46000,51000,1,175,11,1,140,6,1,9,1,4,0,1,9,1,3,0,99,99,1
"59",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,7,178,34,0,7,2007,52,1,53,0,0,1,5,0,0,0,5,1,365,809,5,8,6,0,35213,5,275,5,2,148,3,1,1,5,0,8,1,1,5,0,8,12,12,1
"62",62,7,534,34,0,7,2007,51,2,0,0,0,4,1,402,827,55,5,3,0,0,0,0,8,13000,0,2,180,1,0,0,0,0,0,0,0,0,1,3,5,0,8,9,0,2
"63",63,7,1154,34,1,7,2007,49,1,26,0,0,4,5,0,0,0,5,1,360,817,5,28,21,0,9999998,4,187,11,3,158,4,1,1,5,0,8,1,3,5,0,8,11,12,1
"64",64,7,1411,34,0,7,2007,35,2,0,3,14,5,1,365,827,47,5,3,0,0,0,0,21,9999998,0,1,142,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"65",65,7,904,34,0,7,2007,33,1,33,2,8,1,1,913,617,998,5,1,403,868,5,998,0,9999998,800,4,280,9,3,200,1,1,1,5,0,0,1,3,5,0,0,11,12,1
"66",66,7,887,34,0,7,2007,32,1,0,0,0,5,1,562,409,40,1,2,0,0,0,0,10,21000,0,4,195,9,0,0,0,0,0,0,0,0,1,3,5,0,0,10,0,2
"67",67,7,820,34,3,7,2007,32,2,0,0,0,5,2,360,827,40,5,3,0,0,0,0,15,9999998,0,4,200,7,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,3
"68",68,7,211,34,0,7,2007,30,1,28,0,0,1,1,726,469,50,5,1,476,509,5,70,10,36500,1800,3,174,7,5,210,3,1,3,5,0,0,1,3,5,0,0,10,9,1
"69",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,7,1504,34,0,7,2007,26,1,23,2,3,2,1,913,617,0,1,1,0,0,1,998,30,9999998,0,2,205,0,3,110,2,1,9,5,0,0,1,3,5,0,0,11,99,1
"71",71,7,504,34,0,7,2007,23,1,0,0,0,2,3,972,428,35,5,2,0,0,0,0,14,8000,0,3,140,3,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"72",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,7,482,34,1,7,2007,51,2,0,2,15,4,5,0,0,0,5,3,0,0,0,0,30,0,0,5,220,5,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2
"78",78,7,2208,12,9,7,2007,36,1,0,3,10,4,1,871,287,40,5,2,0,0,0,0,15,36000,0,2,200,6,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,8
"79",79,7,170,34,0,7,2007,37,1,33,1,4,1,1,961,878,998,5,1,0,0,5,56,0,9999998,0,4,998,1,2,182,3,1,3,5,0,8,1,3,5,0,8,8,11,1
"80",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,7,800,34,1,7,2007,31,1,26,3,1,1,1,400,868,45,5,1,405,868,5,25,25,24000,9000,4,340,8,3,220,6,1,1,5,0,8,1,2,1,2,8,14,12,1
"82",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,7,5963,32,0,10,2007,63,2,0,0,0,4,1,275,916,1,5,3,0,0,0,0,1,3900,0,2,195,3,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"90",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,7,6742,32,0,10,2007,43,2,0,2,15,5,1,380,947,40,5,3,0,0,0,0,5,27400,0,3,160,5,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"92",92,7,6917,32,0,10,2007,41,1,0,0,0,2,1,321,829,40,5,2,0,0,0,0,11,26000,0,3,150,7,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"93",93,7,7291,32,1,10,2007,60,1,0,0,0,4,1,35,827,0,5,2,0,0,0,0,10,14000,0,3,205,7,0,0,0,0,0,0,0,0,2,9,1,2,8,99,0,2
"94",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,7,8022,32,0,10,2007,31,1,0,0,0,2,3,962,538,0,5,2,0,0,0,0,10,0,0,3,160,6,0,0,0,0,0,0,0,0,2,3,5,0,8,11,0,2
"96",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,7,6733,32,0,10,2007,43,2,0,1,17,5,1,451,898,46,5,3,0,0,0,0,14,9999999,0,2,180,9,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,7,6905,32,1,10,2007,41,1,36,1,1,1,1,470,507,45,5,1,305,538,5,15,5,38000,100000,1,200,6,3,175,4,2,1,1,5,8,2,1,1,4,8,16,17,1
"101",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,7,1005,4,0,11,2007,88,2,0,0,0,3,4,0,0,0,5,3,0,0,0,0,5,0,0,2,145,5,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"104",104,7,667,4,0,11,2007,54,1,0,0,0,4,1,193,59,45,5,2,0,0,0,0,15,9999999,0,2,180,11,0,0,0,0,0,0,0,0,1,1,1,0,0,12,0,2
"105",105,7,436,50,0,13,2007,78,1,76,0,0,1,4,0,0,0,5,1,0,0,5,6,6,0,0,3,185,8,4,140,3,1,1,5,0,8,1,3,5,0,1,10,12,1
"106",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,7,2121,50,0,13,2007,24,2,0,0,0,2,1,200,839,40,5,3,0,0,0,0,10,15000,0,2,130,5,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2
"109",109,7,792,50,0,13,2007,58,1,55,0,0,1,4,620,77,50,5,1,0,0,5,30,12,65000,0,3,200,0,3,140,0,1,1,5,0,1,1,1,1,0,8,12,12,1
"110",110,7,1020,50,0,13,2007,53,1,56,0,0,1,1,552,617,91,5,1,0,0,5,20,18,95000,0,2,220,2,5,127,3,1,1,1,3,0,1,1,5,0,0,12,15,1
"111",111,7,2233,50,0,13,2007,32,1,29,1,3,1,1,743,207,48,5,1,202,917,5,21,3,116000,2600,1,200,0,2,125,2,1,9,1,3,0,1,9,1,2,0,99,99,1
"112",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
